id,TA,Indication,Generic,Brand,Firm
10248,Musculoskeletal Disorders,Arthritis,CF-602,NA,Can-Fite BioPharma Ltd
10249,Respiratory,Bronchiolitis Obliterans,CG-367,NA,Therabron Therapeutics Inc
10250,Musculoskeletal Disorders,Osteoporosis,CGN-001,NA,Citragen Pharmaceuticals Inc
10251,Oncology,Follicular Lymphoma,CHOH-01,NA,CHO Pharma Inc
10252,Oncology,Acute Myelocytic Leukemia,chrysoeriol,NA,Flavocure Biotech LLC
10253,Genetic Disorders,Porphyria,ciclopirox,NA,ATLAS Molecular Pharma SL
10254,Oncology,Multiple Myeloma,CID-103,NA,CASI Pharmaceuticals Inc
10255,Oncology,Malignant Mesothelioma,cisplatin,Hyalcis,PlumeStars Srl
10256,Oncology,Solid Tumor,CK-103,NA,Checkpoint Therapeutics Inc
10257,Metabolic Disorders,Dyslipidemia,CKD-508,NA,Chong Kun Dang Pharmaceutical Corp
10258,Neurology,Neuromyelitis Optica,cladribine,NA,Chord Therapeutics Sarl
10259,Infectious Disease,NA,clindamycin phosphate ER,NA,Cerecor Inc
10260,Oncology,Acute Myelocytic Leukemia,clofarabine,NA,BoYen Therapeutics Inc
10261,Infectious Disease,Mycobacterium Infections,clofazimine,NA,Qrumpharma Inc
10262,Cardiology,Acute Coronary Syndrome,clopidogrel,NA,Ascendia Pharmaceuticals LLC
10263,Oncology,Pancreatic Cancer,CLS-014,NA,CLS Therapeutics
10264,Neurology,Seizures,CLXCNS-04,NA,Cellix Bio Pvt Ltd
10265,Neurology,Parkinson's Disease,CLXCNX-07,NA,Cellix Bio Pvt Ltd
10266,Gastroenterology,Ulcerative Colitis,CLXGI-03,NA,Cellix Bio Pvt Ltd
10267,Metabolic Disorders,Lipid Disorders,CLXMET-101,NA,Cellix Bio Pvt Ltd
10267,Metabolic Disorders,Type 2 Diabetes,CLXMET-101,NA,Cellix Bio Pvt Ltd
10268,Neurology,Pain,CLXONC-17,NA,Cellix Bio Pvt Ltd
10269,Oncology,Colorectal Cancer,CLXONC-55,NA,Cellix Bio Pvt Ltd
10270,Oncology,Acute Lymphocytic Leukemia,CMD-502,NA,Cell Medica Ltd
10270,Oncology,Diffuse Large B-Cell Lymphoma,CMD-502,NA,Cell Medica Ltd
10270,Oncology,Refractory Chronic Lymphocytic Leukemia,CMD-502,NA,Cell Medica Ltd
10270,Oncology,Relapsed Chronic Lymphocytic Leukemia,CMD-502,NA,Cell Medica Ltd
10271,Oncology,Glioblastoma Multiforme,CMD-504,NA,Cell Medica Ltd
10271,Oncology,Triple-Negative Breast Cancer,CMD-504,NA,Cell Medica Ltd
10273,Hematology,Hemophilia C,coagulation factor XI (human),NA,Bio Products Laboratory
10274,Hematology,Hemophilia C,coagulation factor XI (human),NA,Cambryn Biologics LLC
10275,Oncology,NA,COM-902,NA,Compugen Ltd
10276,Immunology,Rheumatoid Arthritis,corticotropin,NA,Eton Pharmaceuticals Inc
10277,Neurology,Infantile Spasm,corticotropin,NA,Eton Pharmaceuticals Inc
10277,Neurology,Multiple Sclerosis,corticotropin,NA,Eton Pharmaceuticals Inc
10278,Oncology,Colorectal Cancer,COTI-219,NA,Cotinga Pharmaceuticals Inc
10278,Oncology,Small-Cell Lung Cancer,COTI-219,NA,Cotinga Pharmaceuticals Inc
10280,Oncology,Ovarian Cancer,CRX-100,NA,BioEclipse Therapeutics Inc
10280,Oncology,Solid Tumor,CRX-100,NA,BioEclipse Therapeutics Inc
10281,Neurology,Alzheimer's Disease,CS-01,NA,Center Laboratories Inc
10282,Oncology,Basal Cell Carcinoma,CS-S/BCC-1,NA,Cannabis Science Inc
10282,Oncology,Squamous Cell Carcinoma,CS-S/BCC-1,NA,Cannabis Science Inc
10283,Ophthalmology,Ischemic Optic Neuropathy,CSIC-002,NA,Neurizon Pharma GBR
10284,Infectious Disease,Kaposi Sarcoma,CSTATI-1,NA,Cannabis Science Inc
10285,Neurology,Diabetic Neuropathic Pain,CT-044,NA,CerSci Therapeutics Inc
10285,Neurology,Post-Operative Pain,CT-044,NA,CerSci Therapeutics Inc
10286,Oncology,Glioblastoma Multiforme,CT-179,NA,Curtana Pharmaceuticals Inc
10286,Oncology,High-Grade Glioma,CT-179,NA,Curtana Pharmaceuticals Inc
10287,Neurology,Friedreich Ataxia,CTI-1601,NA,Chondrial Therapeutics LLC
10288,Cardiology,Ischemia Reperfusion Injury,cyclocreatine phosphate,Nourexal,Nour Heart Therapeutics LLC
10289,Neurology,Amyotrophic Lateral Sclerosis,cyclosporine,Mitogard,Maas Biolab
10290,Ophthalmology,Keratoconjunctivitis Sicca,cyclosporine,NA,Ascendia Pharmaceuticals LLC
10291,Immunology,Psoriasis,cyclosporine,NA,Immune Pharmaceuticals Inc
10292,Dermatology,Atopic Dermatitis,cyclosporine,NA,Immune Pharmaceuticals Inc
10293,Neurology,Cerebral Palsy,Cyto-012,NA,CytoDel Inc
10293,Neurology,Muscle Spasticity,Cyto-012,NA,CytoDel Inc
10294,Infectious Disease,Botulism,Cyto-111,NA,CytoDel Inc
10295,Neurology,Pervasive Developmental Disorder,davunetide,NA,Coronis NeuroSciences Ltd
10296,Oncology,NA,DCC-3116,NA,Deciphera Pharmaceuticals Inc
10297,Neurology,Inflammatory Pain,DDD-028,NA,Daya Drug Discoveries Inc
10297,Neurology,Neuropathic Pain,DDD-028,NA,Daya Drug Discoveries Inc
10298,Neurology,Intracerebral Hemorrhage,deferoxamine,NA,Neuronasal LLC
10298,Neurology,Traumatic Brain Injury,deferoxamine,NA,Neuronasal LLC
10299,Dermatology,Leg Ulcers,deferoxamine,NA,TauTona Group
10300,Oncology,Brain Cancer,dexamethasone,NA,ChemioCare USA Inc
10301,Neurology,Cerebral Edema,dexamethasone,NA,ChemioCare USA Inc
10302,Oncology,Multiple Myeloma,dexamethasone,NA,Fera Pharmaceuticals LLC
10303,Neurology,Ocular Pain,dexamethasone CR,Dex-SA,Sustained Nano Systems LLC
10304,Ophthalmology,Ocular Inflammation,dexamethasone SR,NA,Interface Biologics Inc
10305,Neurology,Attention Deficit Hyperactivity Disorder,dexmethylphenidate DR,NA,Cerecor Inc
10306,Neurology,Attention Deficit Hyperactivity Disorder,dexmethylphenidate ER,NA,Cerecor Inc
10307,Neurology,Attention Deficit Hyperactivity Disorder,dextroamphetamine IR,NA,Vallon Pharmaceuticals Inc
10307,Neurology,Narcolepsy,dextroamphetamine IR,NA,Vallon Pharmaceuticals Inc
10308,Oncology,Head And Neck Cancer,DGD-1202,NA,MAIA Biotechnology Inc
10308,Oncology,Non-Small Cell Lung Cancer,DGD-1202,NA,MAIA Biotechnology Inc
10309,Dermatology,Epidermolysis Bullosa,diacerein,NA,Therapicon Srl
10310,Immunology,Rheumatoid Arthritis,diazooxonorleucine,NA,Kemmx Corp
10311,Neurology,Musculoskeletal Pain,diclofenac epolamine,NA,Virpax Pharmaceuticals Inc
10312,Genetic Disorders,Mucopolysaccharidosis II,DNL-310,NA,Denali Therapeutics Inc
10313,Genetic Disorders,GM1 Gangliosidosis,DO-1,NA,Dorphan SA
10313,Genetic Disorders,Mucopolysaccharidosis IV,DO-1,NA,Dorphan SA
10314,Immunology,Sarcoidosis,dornase alfa,NA,Sarcomed AB
10315,Respiratory,Bronchiectasis,doxofylline,NA,Alitair Pharmaceuticals Inc
10316,Oncology,Gastric Cancer,doxorubicin,NA,EOS Biosciences Inc
10316,Oncology,Glioma,doxorubicin,NA,EOS Biosciences Inc
10316,Oncology,Prostate Cancer,doxorubicin,NA,EOS Biosciences Inc
10316,Oncology,Triple-Negative Breast Cancer,doxorubicin,NA,EOS Biosciences Inc
10317,Oncology,Metastatic Melanoma,doxorubicin CR,NA,Qrono Inc
10318,Oncology,Malignant Mesothelioma,doxorubicin hydrochloride,NA,TREAT U SA
10319,Oncology,Gastric Cancer,DP-303c,NA,CSPC
10320,Respiratory,Cystic Fibrosis,DRGT-102,NA,Druggability Technologies Holdings Ltd
10321,Oncology,Non-Small Cell Lung Cancer,DRGT-106,NA,Druggability Technologies Holdings Ltd
10322,Neurology,Multiple Sclerosis,DRGT-124,NA,Druggability Technologies Holdings Ltd
10323,Oncology,NA,DRGT-128,NA,Druggability Technologies Holdings Ltd
10324,Neurology,Multiple Sclerosis,DRGT-129,NA,Druggability Technologies Holdings Ltd
10325,Oncology,Non-Small Cell Lung Cancer,DRGT-131,NA,Druggability Technologies Holdings Ltd
10326,Respiratory,Cystic Fibrosis,DRGT-56,NA,Druggability Technologies Holdings Ltd
10327,Neurology,Insomnia,DRGT-73,NA,Druggability Technologies Holdings Ltd
10328,Respiratory,Cystic Fibrosis,DRGT-76,NA,Druggability Technologies Holdings Ltd
10329,Neurology,Anorexia Nervosa,dronabinol,NA,Axim Biotechnologies Inc
10331,Oncology,NA,Drug 2 for Oncology,NA,Kamat Pharmatech LLC
10332,Neurology,Pain,Drug for Chronic Pain,NA,NutriBand Inc
10333,Immunology,Inflammation,Drug for Inflammation,NA,leon-nanodrugs GmbH
10334,Oncology,Metastatic Breast Cancer,Drug for Metastatic Breast Cancer,NA,Ovensa Inc
10335,Oncology,NA,Drug for Oncology,NA,HighPoint Therapeutics Inc
10336,Neurology,Pain,Drug for Pain,NA,Alan Laboratories Inc
10337,Neurology,Paralysis,Drug for Paralysis,NA,NutriBand Inc
10338,Neurology,Pain,DS-100,NA,Eton Pharmaceuticals Inc
10339,Oncology,Non-Small Cell Lung Cancer,DSP-107,NA,KAHR medical Ltd
10340,Immunology,Graft Versus Host Disease,Echinomycin,NA,OncoImmune Inc
10341,Oncology,Acute Myelocytic Leukemia,Echinomycin,NA,OncoImmune Inc
10342,Neurology,Pain,ECP-1014,NA,Euclises Pharmaceuticals Inc
10342,Neurology,Post-Operative Pain,ECP-1014,NA,Euclises Pharmaceuticals Inc
10343,Oncology,Colorectal Cancer,ECP-1014,NA,Euclises Pharmaceuticals Inc
10344,Immunology,Inflammation,ECP-1014,NA,Euclises Pharmaceuticals Inc
10345,Genetic Disorders,Becker Muscular Dystrophy,EDG-001,NA,Edgewise Therapeutics
10345,Genetic Disorders,Duchenne Muscular Dystrophy,EDG-001,NA,Edgewise Therapeutics
10346,Oncology,Pancreatic Cancer,edodekin alfa SR,GneX12,TherapyX Inc
10347,Cardiology,Subarachnoid Hemorrhage,EDV-2209,NA,Edvince AB
10348,Genetic Disorders,Mucopolysaccharidosis III,EGT-201,NA,Esteve Pharmaceuticals SA
10349,Genetic Disorders,Mucopolysaccharidosis II,EGT-301,NA,Esteve Pharmaceuticals SA
10350,Neurology,Huntington Disease,EHP-102,NA,Emerald
10351,Immunology,Systemic Sclerosis,elapegademase,NA,Leadiant Biosciences Inc
10352,Oncology,Colorectal Cancer,ELI-002,NA,Elicio Therapeutics
10352,Oncology,Non-Small Cell Lung Cancer,ELI-002,NA,Elicio Therapeutics
10352,Oncology,Pancreatic Cancer,ELI-002,NA,Elicio Therapeutics
10353,Neurology,Multiple Sclerosis,Elmyelin,NA,Eldrug SA
10354,Cardiology,Peripheral Arterial Disease,ELS-140,NA,Exodos Life Sciences Limited Partnership
10354,Cardiology,Raynauds Disease,ELS-140,NA,Exodos Life Sciences Limited Partnership
10355,Cardiology,Hypertension,Elsartan,NA,Eldrug SA
10356,Respiratory,Acute Respiratory Distress Syndrome,enamptcumab,NA,Aqualung Therapeutics Corp
10357,Oncology,Melanoma,ENB-003,NA,ENB Therapeutics LLC
10359,Respiratory,Bronchiectasis,erdosteine,NA,Alitair Pharmaceuticals Inc
10360,Oncology,Acute Myelocytic Leukemia,ES-3000,NA,Escend Pharmaceuticals Inc
10360,Oncology,Chronic Myelocytic Leukemia,ES-3000,NA,Escend Pharmaceuticals Inc
10361,Gastroenterology,Eosinophilic Esophagitis,esomeprazole,NA,Adare Pharmaceuticals Inc
10362,Neurology,Seizures,ET-101,NA,Eton Pharmaceuticals Inc
10363,Musculoskeletal Disorders,Muscle Relaxation,ET-102,NA,Eton Pharmaceuticals Inc
10364,Oncology,Cervical Cancer,ETBX-041,NA,Etubics Corp
10364,Oncology,Head And Neck Cancer Squamous Cell Carcinoma,ETBX-041,NA,Etubics Corp
10364,Oncology,Human Papillomavirus Associated Cancer,ETBX-041,NA,Etubics Corp
10365,Dermatology,NA,everolimus,NA,Aucta Pharmaceuticals LLC
10366,Immunology,Systemic Lupus Erythematosus,EX-204,NA,Exinda Therapeutics LLC
10367,Oncology,NA,EX-501,NA,Exinda Therapeutics LLC
10368,Hematology,Fanconi Anemia,EXG-34217,NA,Elixirgen Therapeutics LLC
10369,Dermatology,Dyskeratosis Congenita,EXG-34217,NA,Elixirgen Therapeutics LLC
10370,Hematology,Factor V Deficiency,Factor V Replacement for Factor V Deficiency,NA,Kedrion Biopharma
10371,Oncology,Pancreatic Cancer,FBL-03G,NA,Flavocure Biotech LLC
10372,Neurology,Traumatic Brain Injury,felbamate,NA,AMAG Pharmaceuticals Inc
10373,Neurology,Pain,fentanyl CR,NA,NutriBand Inc
10374,Urinalogy,Overactive Bladder,fesoterodine,NA,Evestra Inc
10375,Neurology,Multiple Sclerosis,fingolimod,NA,Corium International Inc
10376,Oncology,Colorectal Cancer,FL-118,NA,Canget BioTekpharma LLC
10376,Oncology,Head And Neck Cancer,FL-118,NA,Canget BioTekpharma LLC
10376,Oncology,Malignant Mesothelioma,FL-118,NA,Canget BioTekpharma LLC
10376,Oncology,Ovarian Cancer,FL-118,NA,Canget BioTekpharma LLC
10376,Oncology,Pancreatic Cancer,FL-118,NA,Canget BioTekpharma LLC
10376,Oncology,Prostate Cancer,FL-118,NA,Canget BioTekpharma LLC
10377,Oncology,Glioblastoma Multiforme,FLAG-003,NA,Flag Therapeutics Inc
10378,Neurology,Hemiplegia,flunarizine,NA,Xenon Pharmaceuticals Inc
10378,Neurology,Hemiplegic Migraine,flunarizine,NA,Xenon Pharmaceuticals Inc
10379,Gastroenterology,Eosinophilic Esophagitis,fluticasone propionate,NA,Banner Life Sciences LLC
10380,Oncology,Carcinoid Tumor,FP-002,NA,Foresee Pharmaceuticals Co Ltd
10381,Neurology,Pain,FP-004,NA,Foresee Pharmaceuticals Co Ltd
10381,Neurology,Substance Abuse,FP-004,NA,Foresee Pharmaceuticals Co Ltd
10382,Infectious Disease,NA,FP-0210,NA,Formosa Pharmaceuticals Inc
10383,Immunology,Schnitzler Syndrome,Fusion Protein to Antagonize IL1R for Schnitzler Syndrome,NA,R Pharm
10384,Musculoskeletal Disorders,Osteoarthritis,FX-201,NA,Flexion Therapeutics Inc
10385,Oncology,High-Grade Glioma,GB-13,NA,Targepeutics Inc
10386,Infectious Disease,Chikungunya Fever,GBV-006,NA,Globavir Biosciences Inc
10386,Infectious Disease,Dengue Fever,GBV-006,NA,Globavir Biosciences Inc
10387,Hematology,Fibrinogen Deficiency,GC-5112A,NA,GC Pharma
10388,Neurology,Batten Disease,gemfibrozil,NA,Polaryx Therapeutics Inc
10389,Neurology,Globoid Cell Leukodystrophy,gemfibrozil,NA,Polaryx Therapeutics Inc
10390,Genetic Disorders,Acid Sphingomyelinase Deficiency Type A,gemfibrozil,NA,Polaryx Therapeutics Inc
10390,Genetic Disorders,Acid Sphingomyelinase Deficiency Type B,gemfibrozil,NA,Polaryx Therapeutics Inc
10390,Genetic Disorders,Sandhoff Disease,gemfibrozil,NA,Polaryx Therapeutics Inc
10391,Oncology,Bladder Cancer,GEN-001,NA,Genome & Co
10391,Oncology,Melanoma,GEN-001,NA,Genome & Co
10391,Oncology,Non-Small Cell Lung Cancer,GEN-001,NA,Genome & Co
10392,Oncology,NA,GEN-010,NA,Genocea Biosciences Inc
10393,Oncology,NA,GEN-011,NA,Genocea Biosciences Inc
10394,Genetic Disorders,Alpha-Mannosidosis,Gene Therapy for Alpha-Mannosidosis,NA,Eunice Kennedy Shriver National Institute of Child Health and Human Development
10395,Dermatology,Wounds,"Gene Therapy for Cardiovascular, Dermatology and Neurology",NA,Helixmith Co Ltd
10396,Cardiology,Coronary Artery Disease,"Gene Therapy for Cardiovascular, Dermatology and Neurology",NA,Helixmith Co Ltd
10396,Cardiology,Intermittent Claudication,"Gene Therapy for Cardiovascular, Dermatology and Neurology",NA,Helixmith Co Ltd
10396,Cardiology,Peripheral Arterial Disease,"Gene Therapy for Cardiovascular, Dermatology and Neurology",NA,Helixmith Co Ltd
10397,Cardiology,Critical Limb Ischemia,Gene Therapy for Critical Limb Ischemia,NA,Integene International Holdings LLC
10398,Hematology,Hemophilia A,Gene Therapy for Hemophilia A,NA,TeraImmune Inc
10399,Neurology,Multiple Sclerosis,Gene Therapy for Multiple Sclerosis,NA,TeraImmune Inc
10400,Neurology,Traumatic Nerve Injury,"Gene Therapy for Muscular Atrophy, Sarcopenia and Traumatic Nerve Injury",NA,Helixmith Co Ltd
10401,Musculoskeletal Disorders,Muscle Atrophy,"Gene Therapy for Muscular Atrophy, Sarcopenia and Traumatic Nerve Injury",NA,Helixmith Co Ltd
10401,Musculoskeletal Disorders,Sarcopenia,"Gene Therapy for Muscular Atrophy, Sarcopenia and Traumatic Nerve Injury",NA,Helixmith Co Ltd
10402,Oncology,Breast Cancer,Gene Therapy for Oncology,NA,American Gene Technologies International Inc
10402,Oncology,Hepatocellular Carcinoma,Gene Therapy for Oncology,NA,American Gene Technologies International Inc
10402,Oncology,Prostate Cancer,Gene Therapy for Oncology,NA,American Gene Technologies International Inc
10403,Ophthalmology,Juvenile Macular Degeneration,Gene Therapy to Activate ABCA4 for Stargardt Disease,NA,Fondazione Telethon
10404,Ophthalmology,Juvenile Macular Degeneration,Gene Therapy to Activate ABCA4 for Stargardt Disease,NA,Copernicus Therapeutics Inc
10405,Ophthalmology,Retinal Degeneration,Gene Therapy to Activate AIPL1 for Leber Congenital Amaurosis and Ophthalmology,NA,MeiraGTx Holdings Plc
10405,Ophthalmology,Retinitis Pigmentosa,Gene Therapy to Activate AIPL1 for Leber Congenital Amaurosis and Ophthalmology,NA,MeiraGTx Holdings Plc
10406,Ophthalmology,Leber Congenital Amaurosis,Gene Therapy to Activate AIPL1 for Leber Congenital Amaurosis and Ophthalmology,NA,MeiraGTx Holdings Plc
10407,Genetic Disorders,Mucopolysaccharidosis III,Gene Therapy to Activate HGSNAT for Mucopolysaccharidosis Type IIIC,NA,Phoenix Nest Inc
10408,Genetic Disorders,Mucopolysaccharidosis II,Gene Therapy to Activate Iduronate 2 Sulfatase for Mucopolysaccharidosis II,NA,Nationwide Children's Hospital
10409,Metabolic Disorders,Phenylketonuria,Gene Therapy to Activate Phenylalanine Hydroxylase for Phenylketonuria,NA,American Gene Technologies International Inc
10410,Oncology,NA,Gene Therapy to Activate TNF for Oncology,NA,PhageNova Bio Inc
10411,Infectious Disease,Hepatitis B,Gene Therapy to Inhibit cccDNA for Hepatitis B,NA,Precision Biosciences Inc
10412,Genetic Disorders,Menkes Disease,Gene Therapy to target ATP7A for Menkes Disease,NA,Cyprium Therapeutics Inc
10413,Oncology,Ovarian Cancer,Gene Therapy to Target CA215 for Ovarian Cancer,NA,Protheragen Inc
10414,Oncology,Ovarian Cancer,Gene Therapy to Target FSHR for Ovarian Cancer and Breast Cancer,NA,Anixa Biosciences Inc
10415,Oncology,Cervical Cancer,Gene Therapy to Target HPV E6 and E7 Proteins for Oncology,NA,Juno Therapeutics Inc
10415,Oncology,Head And Neck Cancer,Gene Therapy to Target HPV E6 and E7 Proteins for Oncology,NA,Juno Therapeutics Inc
10415,Oncology,Human Papillomavirus Associated Cancer,Gene Therapy to Target HPV E6 and E7 Proteins for Oncology,NA,Juno Therapeutics Inc
10416,Oncology,Anaplastic Thyroid Cancer,Gene Therapy to Target ICAM-1 for Anaplastic Thyroid Cancer,NA,AffyImmune Therapeutics Inc
10417,Oncology,Colon Cancer,GEOCM-01,NA,GeoVax Labs Inc
10418,Oncology,Ovarian Cancer,GHR-106CART,NA,Protheragen Inc
10418,Oncology,Pancreatic Cancer,GHR-106CART,NA,Protheragen Inc
10418,Oncology,Prostate Cancer,GHR-106CART,NA,Protheragen Inc
10419,Metabolic Disorders,Hypoglycemia,glucagon,NA,AMAG Pharmaceuticals Inc
10420,Cardiology,Ischemic Stroke,GLX-1112,NA,Glialogix Inc
10421,Neurology,Alzheimer's Disease,GLX-1112,NA,Glialogix Inc
10421,Neurology,Amyotrophic Lateral Sclerosis,GLX-1112,NA,Glialogix Inc
10421,Neurology,Epilepsy,GLX-1112,NA,Glialogix Inc
10421,Neurology,Neuropathic Pain,GLX-1112,NA,Glialogix Inc
10421,Neurology,Primary Progressive Multiple Sclerosis,GLX-1112,NA,Glialogix Inc
10421,Neurology,Secondary Progressive Multiple Sclerosis,GLX-1112,NA,Glialogix Inc
10422,Oncology,Hormone Refractory Prostate Cancer,GMC-1,NA,MAIA Biotechnology Inc
10423,Neurology,Amyotrophic Lateral Sclerosis,GNK-301,NA,GeNeuro SA
10424,Oncology,Breast Cancer,GT-103,NA,Grid Therapeutics LLC
10424,Oncology,Chronic Lymphocytic Leukemia,GT-103,NA,Grid Therapeutics LLC
10424,Oncology,Gastric Cancer,GT-103,NA,Grid Therapeutics LLC
10424,Oncology,Non-Small Cell Lung Cancer,GT-103,NA,Grid Therapeutics LLC
10425,Genetic Disorders,Angelman Syndrome,GT-AS,NA,PTC Therapeutics Inc
10426,Genetic Disorders,Angelman Syndrome,GTX-101,NA,GeneTx Biotherapeutics LLC
10427,Genetic Disorders,Angelman Syndrome,GTX-102,NA,GeneTx Biotherapeutics LLC
10428,Cardiology,Pulmonary Arterial Hypertension,GXV-002,NA,GEXVal Inc
10429,Genetic Disorders,Amino Acid Metabolism Disorders,GZ-404477,NA,Genzyme Corp
10430,Hematology,Sickle Cell Disease,HBI-002,NA,Hillhurst Biopharmaceuticals Inc
10431,Hematology,Sickle Cell Disease,HBI-137,NA,Hillhurst Biopharmaceuticals Inc
10432,Infectious Disease,Sepsis,HBN-1,NA,Hibernaid Inc
10433,Neurology,Spinal Cord Injury,HBN-1,NA,Hibernaid Inc
10433,Neurology,Traumatic Brain Injury,HBN-1,NA,Hibernaid Inc
10434,Cardiology,Acute Ischemic Stroke,HBN-1,NA,Hibernaid Inc
10434,Cardiology,Cardiac Arrest,HBN-1,NA,Hibernaid Inc
10434,Cardiology,Septic Shock,HBN-1,NA,Hibernaid Inc
10435,Dermatology,Alopecia Areata,HC-017AA,NA,HCell Inc
10436,Oncology,Breast Cancer,HMBD-001,NA,Hummingbird Bioscience Pte Ltd
10436,Oncology,Gastric Cancer,HMBD-001,NA,Hummingbird Bioscience Pte Ltd
10436,Oncology,Head And Neck Cancer,HMBD-001,NA,Hummingbird Bioscience Pte Ltd
10436,Oncology,Lung Cancer,HMBD-001,NA,Hummingbird Bioscience Pte Ltd
10437,Oncology,Colon Cancer,HMBD-002,NA,Hummingbird Bioscience Pte Ltd
10437,Oncology,Hematological Tumor,HMBD-002,NA,Hummingbird Bioscience Pte Ltd
10437,Oncology,Liver Cancer,HMBD-002,NA,Hummingbird Bioscience Pte Ltd
10438,Oncology,Acute Lymphocytic Leukemia,HMBD-004A,NA,Hummingbird Bioscience Pte Ltd
10438,Oncology,Acute Myelocytic Leukemia,HMBD-004A,NA,Hummingbird Bioscience Pte Ltd
10439,Ophthalmology,Limbal Stem Cell Deficiency,Holoclar,Holoclar,Chiesi
10440,Oncology,Metastatic Breast Cancer,HSB-384,NA,Hillstream BioPharma Inc
10441,Oncology,Multiple Myeloma,HSB-408,NA,Hillstream BioPharma Inc
10442,Ophthalmology,Keratoconjunctivitis Sicca,HU-024,NA,Huons Co Ltd
10443,Infectious Disease,Rhinovirus Infections,human rhinovirus (polyvalent) vaccine,NA,Meissa Vaccines Inc
10444,Neurology,Neuropathic Pain,hydralazine hydrochloride,NA,Neuro Vigor LLC
10444,Neurology,Relapsing Remitting Multiple Sclerosis,hydralazine hydrochloride,NA,Neuro Vigor LLC
10445,Oncology,Breast Cancer,HylaPlat,NA,HylaPharm
10445,Oncology,Head And Neck Cancer Squamous Cell Carcinoma,HylaPlat,NA,HylaPharm
10445,Oncology,Lung Cancer,HylaPlat,NA,HylaPharm
10445,Oncology,Melanoma,HylaPlat,NA,HylaPharm
10446,Immunology,Systemic Sclerosis,IBIOCFB-03,NA,iBio Inc
10447,Ophthalmology,Macular Degeneration,IC-200,NA,IVERIC bio Inc
10448,Hematology,Hemophilia A,IDO-8,NA,Idogen AB
10449,Respiratory,Idiopathic Pulmonary Fibrosis,ifenprodil,NA,Algernon Pharmaceuticals Inc
10450,Oncology,Chronic Myelocytic Leukemia,imatinib mesylate,NA,Inhibikase Therapeutics Inc
10451,Oncology,Solid Tumor,IMM-2505,NA,ImmuneOnco Biopharmaceuticals (Shanghai) Co Ltd
10452,Infectious Disease,Rabies,IMT-504,NA,"Mid-Atlantic BioTherapeutics, Inc."
10453,Cardiology,Vaso-Occlusive Crisis Associated With Sickle Cell Disease,inclacumab,NA,Global Blood Therapeutics Inc
10455,Genetic Disorders,NA,InhNOX1-01,NA,ProGeLife SAS
10456,Oncology,Skin Cancer,InhNOX1-01,NA,ProGeLife SAS
10457,Neurology,Alzheimer's Disease,insulin human,NA,Nerve Access Inc
10458,Metabolic Disorders,Type 1 Diabetes,insulin human (recombinant),Insugen-R,Biocon Ltd
10459,Immunology,Peanut Allergy,INT-301,NA,ZENII LLC
10460,Neurology,Huntington Disease,INT-41,NA,Vybion Inc
10462,Cardiology,Arterial Calcification,INZ-701,NA,Inozyme Pharma Inc
10463,Oncology,Triple-Negative Breast Cancer,IO-125,NA,Invictus Oncology Pvt Ltd
10464,Oncology,Breast Cancer,IPH-5201,NA,Innate Pharma
10464,Oncology,Melanoma,IPH-5201,NA,Innate Pharma
10465,Oncology,Breast Cancer,IPH-5301,NA,Innate Pharma
10465,Oncology,Melanoma,IPH-5301,NA,Innate Pharma
10466,Infectious Disease,Human Immunodeficiency Virus,IQP-0410,NA,ImQuest Life Sciences Inc
10467,Genetic Disorders,Mucopolysaccharidosis I,ISP-001,NA,Immusoft Corp
10468,Neurology,Substance Abuse,IXT-v100,NA,InterveXion Therapeutics LLC
10469,Ophthalmology,Persistent Corneal Epithelial Defects,JDE-005,NA,EyeGate Pharmaceuticals Inc
10470,Oncology,Acute Myelocytic Leukemia,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Ewing Sarcoma,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Glioma,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Hepatocellular Carcinoma,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Multiple Myeloma,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Non-Small Cell Lung Cancer,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Prostate Cancer,JS-K,NA,JSK Therapeutics Inc
10470,Oncology,Renal Cell Carcinoma,JS-K,NA,JSK Therapeutics Inc
10471,Neurology,Neuropathic Pain,JY-505317,NA,Aptinyx Inc
10472,Infectious Disease,Chagas Disease,K-777,NA,Drugs for Neglected Diseases initiative
10473,Gastroenterology,Celiac Disease,KAN-101,NA,Anokion SA
10474,Genetic Disorders,Netherton Syndrome,KB-104,NA,Krystal Biotech Inc
10475,Neurology,Epileptic Encephalopathy,KB-3061,NA,Knopp Biosciences LLC
10476,Infectious Disease,Clostridium difficile Infections,KBLP-003,NA,KoBioLabs Inc
10477,Oncology,Colon Cancer,KD-033,NA,Kadmon Pharmaceuticals
10477,Oncology,Lung Cancer,KD-033,NA,Kadmon Pharmaceuticals
10478,Gastroenterology,Liver Fibrosis,KD-045,NA,Kadmon Pharmaceuticals
10479,Immunology,Inflammation,KD-045,NA,Kadmon Pharmaceuticals
10480,Urinalogy,Kidney Fibrosis,KD-045,NA,Kadmon Pharmaceuticals
10481,Respiratory,Idiopathic Pulmonary Fibrosis,KD-045,NA,Kadmon Pharmaceuticals
