id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
4270,Clinical significance of ZHX2 in colitis and colorectal carcinogenesis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,Microsatellite instability and mutations in BRAF and KRAS in small bowel adenocarcinoma.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,Exosomal microRNA-199b-5p as a potential circulating biomarker to predict response of preoperative chemoradiotherapy for locally advanced rectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,Cost-effectiveness for metastatic colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,Frequency of somatic mutations in the KRAS gene in patients of the South Russia diagnosed with colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,"Prevalence of DNA damage response and repair, cellular signaling, tumor suppressor, and immune checkpoint gene mutations in gastrointestinal cancers.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
4276,Fruquintinib or regorafenib as the third-line treatments for metastatic colorectal cancer based on CONCUR and FRESCO trials: A cost-effectiveness analysis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,The mutational profile analysis of extramural vascular invasion in rectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,Efficacy of anti-EGFR-based treatment (tx) in second-line and beyond according to tumor location (TL) in RAS/BRAF wild-type (wt) metastatic colorectal cancer (mCRC) patients (pts): A mono-institutional retrospective analysis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4279,Tumor stroma percentage (TSP) and intrinsic subtypes in stage II/III colon cancer: NRG Oncology/NSABP C-07 trial.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,Optimizing cut-offs for high neutrophil-to-lymphocyte ratio as poor survival prognostic factor in colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,Genetic characteristics of lung metastasis and liver metastasis from left-sided colorectal cancer with microsatellite stability.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,Cost and effectiveness of genetic testing in metastatic colorectal cancer (mCRC) at Montefiore Medical Center (MMC).,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4283,Circulating tumor DNA-based mutational landscape of advanced colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,Outcomes of metastatic colorectal cancer over fifteen years from an Indian tertiary care center: A retrospective analysis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,Colorectal cancer molecular subtypes by immunohistochemistry in a patient cohort from Nigeria.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,"Association between primary tumor site, perioperative CEA ratio, smoking status, and overall survival in patients with colorectal cancer.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4287,Factors of local immunity in patients with rectal cancer after prolonged radiotherapy.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,Characteristics of colorectal patients who discontinued oxaliplatin therapy.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,The mutational landscape of MSI-H and MSS colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,Reporting of patient (pt) characteristics (c) and use of stratification factors (SF) in phase III trials for metastatic colorectal cancer (mCRC): Urgent need for standardization.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4291,Mutational profiles and amplifications on circulating tumor DNA testing in patients with young-onset colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,Association of co-occuring mutations in exosomal DNA and clinical outcomes of patients with metastatic colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4293,Comprehensive immune transcriptomic subtypes of colorectal cancer for development of precision immunotherapy.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,Spatial heterogeneity of <em>KRAS </em>mutations in colorectal cancers: A population-based study in northern France.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,"Molecular analysis of advanced colorectal cancer in a patient cohort of Hispanics, African Americans, and Caucasians within a diverse single institution.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,Predictors of survival in chemorefractory colorectal liver metastases treated with Y90 radioembolization.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,Clinical downstaging and quality of life after neoadjuvant chemotherapy in patients with locally advanced rectal cancer: Interim analysis from a phase II clinical trial.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4298,"Effect of JAG2 on migration and invasion in colorectal cancer cell by PRAF2, independent of epithelial-mesenchymal transition.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4299,Role of tropomyosin 4 gene misregulation in colon epithelial cell tumorigenesis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,The “effect” of T classification on colorectal liver metastasis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,Effect of PTPRB on metastasis of colorectal carcinoma and induction of epithelial-mesenchymal transition.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,"Effects of SM08502, a novel, oral small-molecule inhibitor of Wnt pathway signaling, on gene expression and antitumor activity in colorectal cancer (CRC) models.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4303,Efficacy of PD-1/PD-L1 inhibitor-based therapies in refractory microsatellite instability (MSI)-unselected metastatic colorectal cancer (mCRC): A network meta-analysis (NMA) of randomized controlled trials (RCTs).,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4304,Investigating the effect of chemotherapy combined with ketogenic diet on stage IV colon cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,Patterns of metastasis and second primary malignancies (SPM) in colorectal cancer: A perspective from Peru.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4306,"The efficacy and safety of irinotecan plus raltitrexed as second-line treatment in advanced colorectal cancer (ACC) patients: An interim analysis of a multicenter, phase II trial.",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,1,0,1,0,0,0,0,0,0,0,0,0
4307,Sensitive detection of microsatellite instability in tumors and liquid biopsies using nuclease-based enrichment.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,"Phase I/II study of oxaliplatin dose escalation via a laparoscopic approach using pressurized aerosol intraperitoneal chemotherapy (PIPOX trial) for nonresectable peritoneal metastases of digestive cancers (stomach, small bowel and colorectal).",Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4309,Radiomics features on CT scans to predict response to HER2-targeted therapy of hepatic metastases from colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,Characteristics and outcomes of patients with colorectal cancer and bone metastasis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,FOLFOXIRI versus doublet-regimens in the first-line therapy of MSI-S right-sided (RS) metastatic colorectal cancer (mCRC): A survival analysis.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,<em>BRAF-V600E </em>and microsatellite instability prediction through CA-19-9/CEA ratio in patients with colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,Microsatellite instability status in metastatic colorectal cancer and effect of immune checkpoint inhibitors on survival in MSI-high metastatic colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,Real-world study of cetuximab used every other week versus weekly in US patients with metastatic colorectal cancer (mCRC).,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,The association between female hormonal supplementation and molecular types in colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4316,Completion of adjuvant chemotherapy with Cape/CAPOX in colon cancer: A retrospective database study.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,KRAS mutation and microsatellite instability in colorectal cancer: Screening pattern and mutational landscape across the US.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,1,0,0,0,0,0
4318,Prognostic impact of SOX9 in stage II colon cancer: Results from a large nationwide cohort.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,KLF4 p.A472D mutation: An acquired resistant mutation to cetuximab in colorectal cancer.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,Patient reported outcome measures (PROMs) in patients (pts) with locally advanced rectal cancer (LARC) managed with a watch and wait (W&W) approach after a clinical complete response to chemoradiotherapy (CRT).,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,Validation of neoadjuvant rectal cancer(NAR) score as a surrogate endpoint for disease free survival in Chinese FOWARC study.,Gastrointestinal (Colorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,Expression level of NRP1 and SMAD2 in correlation to mutational status of RAS (BRAF) in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,Clinical efficacy and safety in gastric cancer patients treated with apatinib: A retrospective real-world study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4324,Association of high copy number instability (CNI) score with prognosis in patients with gastric cancer after surgical resection.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,"Relationship between cholangitis, initial chemotherapy regimen, and overall survival in patients with unresectable pancreatic adenocarcinoma.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4326,Molecular mechanism of chemoresistance and restoration in human gastric cancer cells.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,Combinational strategies of immunotherapy for hepatocellular carcinoma: One institutional experience in Taiwan.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,Novel genomic prognostic factors for nonsurgical esophageal squamous cell carcinoma treated with concurrent chemoradiotherapy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,Derazantinib (DZB) provides antitumor efficacy regardless of line of therapy in patients (pts) with FGFR2-fusion positive advanced intrahepatic cholangiocarcinoma (iCCA).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4330,Decreased risk of esophageal squamous cell carcinoma among metformin users in a population-based cohort study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,Tumor size and location affecting the treatment selection for solitary small recurrent hepatocellular carcinoma (=3.0 cm) after initial hepatectomy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,Neutrophil/lymphocyte ratio (NLR) may predict prognostic factor with gemcitabine/cisplatin/S-1 (GCS) for patients with advanced biliary tract cancer (MITSUBA /KHBO1401-1B).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,Main driver genes and BRCA mutation in Chinese patients with pancreatic adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,DNA repair deficiency association with prognosis in pancreatic cancer: A single-institution experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,The impact of sorafenib on the treatment and survival of advanced hepatocellular carcinoma (HCC): Analysis of the National Cancer Database (NCDB) from 2004 to 2014.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4336,Development of radiotherapeutic rhenium-188 liposomes in alginate microspheres (Rhe-LAMs) for treatment of liver tumors and technetium-99m liposomes in alginate microspheres (Tech-LAMs) for image-guided treatment planning.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4337,Molecular pathway activation-based analysis for personalized prescription of tyrosine kinase inhibitors for advanced solid tumor patients.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,"An exploratory analysis based on tumor location of REACHIN, a randomized double-blinded placebo-controlled phase II trial of regorafenib after failure of gemcitabine and platinum-based chemotherapy for locally advanced (nonresectable) and metastatic biliary tract tumors.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4339,Clinical significance of peritoneal molecular markers in patients with locally advanced gastric cancer (LAGC) without macroscopic peritoneal implants treated with perioperative chemotherapy (ChT).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4340,Epigenetic alternate promoter utilization and association with PD-L1 expression in Epstein–Barr virus positive gastric cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4341,Factors predicting poor survival in early gastric cancer: A SEER analysis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4342,Predictors of neoadjuvant chemotherapy efficacy in localized pancreatic head cancer: A 15-year experience at a high volume pancreatic cancer center.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4343,Additional prognostic value of metabolic parameters measured by dual time point pretreatment F-18 FDG PET/CT in patients with intrahepatic cholangiocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,The mutational profile analysis of different response to neoadjuvant chemoradiation therapy in local advanced esophageal squamous cell cancer patients.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,Effect of cholangitis on pre-operative evaluation of regional lymphadenopathy by CT in pancreato-biliary malignancies.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4346,Methylation and mRNA analysis of differential genes between primary tumor and liver metastasis in pancreatic neuroendocrine neoplasm.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,Tissue plasminogen activator in gastrointestinal adenocarcinoma: What is its role?,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4348,RISE-HEP project part 1: Treatment sequences evaluation in hepatocellular carcinoma cell lines.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,Association of pancreatic cancer stem cells with tumor stroma type.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4350,"Is there a correlation between clinic-pathological features, MSI, PD-L1 and survival outcomes in resected gastric cancer? Looking for optimal biomarkers.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,"Apatinib affects the proliferation, migration and apoptosis of esophageal cancer cells both in vitro and in xenografts by regulating Ras/Raf/MEK/ERK and JAK2/STAT3 signaling pathways.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,Impact on gemcitabine plus cisplatin in unresectable hilar cholangiocarcinoma patients according to effective biliary drainage : A multicenter study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,Circulating tumor DNA analysis of neuroendocrine tumors.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,Postsurgical multiple-sites sampling procedure for the precise detection of microvascular invasion of hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,Effect of LAT2 on glutamine-dependent mTOR activation to promote glycolysis and chemoresistance in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,Analysis of feasibility and survival in repeated cytoreductive surgery and hyperthermic intraperitoneal chemotherapy (CRS/HIPEC) in appendiceal cancer with peritoneal dissemination.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,Prognostic value and clinicopathological significance of programmed cell death ligand 1 (PD-L1) expression in resected gastric cancer: A meta-analysis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,Comprehensive characterization of pseudomyxoma peritonei.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,Prognostic stratification of locoregional esophageal cancer (EC) patients (pts) treated with definitive chemoradiotherapy (dCRT).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,Prognostic value of the volume time index (VTI) ratio for patients with appendiceal cancer with peritoneal carcinomatosis treated by cytoreductive surgery and hyperthermic intraperitoneal chemotherapy (CRS/HIPEC).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,Retrospective analysis of outcomes in patients with non metastatic cholangiocarcinoma: A single network experience.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,Alpha-1-acid glycoprotein 1 (AGP1) as a novel biomarker for pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,Exploiting DNA repair alterations in metastatic pancreatic cancer (mPAC): Is MGMT methylation a new therapeutic target?,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,Association of CDH1 mutation with prognosis in gastric adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4365,Monitoring of neuroendocrine tumors in elderly patients in the Brittany region.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,The effect of race on adherence to NCCN Guidelines for patients with biliary tract cancers (BTC) after surgery.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,Correlation of <em>CHAF1A</em> with adjuvant chemotherapy outcome and microsatellite instability in gastric cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,Change in body composition and survival in patients with pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4369,The heterogeneity of genomic biomarkers for immune checkpoint inhibitor in therapy-naïve primary hepatocellular carcinoma and their metachronous metastases.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,Adjuvant nab-paclitaxel plus gemcitabine versus gemcitabine in resected pancreatic ductal adenocarcinoma: A Chinese single institution.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4371,Prognostic value of lymph node positivity and number of lymph nodes required for accurate staging of pancreatic neuroendocrine tumors.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4372,Safety and efficacy of neoadjuvant chemotherapy with S-1 and oxaliplatin plus apatinib for locally advanced gastric cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4373,Expression and heterodimerization of Type A and B Cholecystokinin Receptors in Gallbladder cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,Comparison of FOLFIRINOX and gemcitabine with nab-paclitaxel in metastatic pancreatic cancer: Using Korean Pancreatic Cancer (K-PaC) Registry.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,Proton pump inhibitor (PPI) exposure and risk of pancreatic cancer (PC): Meta-analysis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,Integrating endogenous peptides analysis and protease mapping for identification of potential serum biomarkers in gastric adenocarcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4377,"Prevalence of esophageal malignant and premalignant lesions in a Michigan cohort, 2013-2017.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
4378,<em>KRAS</em> amplification and mutation as independent events in gastroesophageal adenocarcinomas (GEA).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4379,Expression of CD44 and CD133 in tumor <U+0441>ells of metastatic and non-metastatic gastric cancer.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,Relapse-free survival (RFS) after surgical resection to predict survival after relapse (SAR) and overall survival (OS) in patients with pancreatic ductal adenocarcinoma (PDA).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
4381,Meta-analysis of prognostic biomarkers for pancreatic neuroendocrine tumors (PNETs).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4382,Patient and physician preferences for NIH PROMIS patient-reported outcome (PRO) domains in pancreatic ductal adenocarcinoma (PDA).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,Dose-survival relationship in patients with hepatocellular carcinoma undergoing stereotactic body radiation therapy.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,A retrospective analysis of clinical outcomes among patients with infiltrative hepatocellular carcinoma (iHCC): A single institution study.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
4385,Improved survival following transarterial radioembolization of infiltrative-appearance hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4386,Development of a radiomics nomogram based on the CE-CT features to predict the survival of upfront resectable patients with pancreatic head cancer and suspected venous invasion.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4387,Genome-wide copy number alteration (CNA) of circulating cell-free DNA (cfDNA) as a prognostic biomarker in esophageal squamous cell carcinoma (ESCC).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4388,Relationship between PET response and pathologic response in distal esophageal/gastroesophageal junction cancers: A provincial population-based analysis.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,"Prevalence of gastric cancer and premalignant changes in a Michigan cohort, 2013-2017.",Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,1,0,0,0,0
4390,The combination of the NT157 and sorafenib as a new therapeutic option for hepatocellular carcinoma.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4391,The peritoneal fluid reflects the effect on pancreatic cancer by intraoperative radiation therapy (IORT).,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
4392,Imaging biomarker phenotyping system (iBiopsy) to accelerate hepatocellular carcinoma (HCC) drug development.,Gastrointestinal (Noncolorectal) Cancer: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
