Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
Tumor-associated myeloid derived suppressor cells of granulocytic nature as a potential biomarker for prognostication of response in treatment of diffuse large cell lymphoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5309,Ignore
Activity of thymidine kinase as a prognostic marker of malignant proliferation in adolescents with lymphadenopathy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5310,Ignore
Prognostic factors and nomogram for survival prediction in patients with primary pulmonary lymphoma: A SEER population-based study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5311,Ignore
Feasibility of brentuximab vedotin as consolidation therapy after autologous stem-cell transplantation in children and adolescents (< 18 years) with early relapse Hodgkin lymphoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5312,Ignore
Bispecific ligand-directed toxin targeting CD22 and CD19 (DT2219) for refractory B-cell malignancies: Results of phase I-II trial.,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5313,Medium
Survival outcomes of patients with peripheral T-cell lymphomas (PTCL) treated with chemotherapy and/or novel agents: The Columbia University experience.,0,31-05-2019,0,0,0,0,0,0,0,1,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5314,High
Efficacy and safety of PEG-rhG-CSF in primary and secondary prevention of chemotherapy-induced neutropenia.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5315,Medium
Retrospective analysis of elderly patients with DLBCL: Single center experience with FIL.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5316,Ignore
Survival outcomes in the elderly with limited stage diffuse large B-cell lymphoma treated with chemotherapy: SEER propensity-matched analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5317,Ignore
Cost-Effectiveness of brentuximab vedotin with chemotherapy in frontline treatment of CD30-expressing peripheral T-cell lymphoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5318,Ignore
Clinical characteristics and prognosis of primary breast lymphoma: Cleveland Clinic experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5319,Ignore
TRANSCEND NHL 001: Health-related quality of life (HRQL) and symptom (Sx) impact in patients (pts) with relapsed/refractory diffuse large B-cell lymphoma (R/R DLBCL) receiving lisocabtagene maraleucel (Liso-cel; JCAR017).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5320,Ignore
SYK inhibition with fostamatinib in Waldenström's macroglobulinemia: In vitro cell based assays.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5321,Ignore
Dominant-negative PD1-armored CART cells induce remission in refractory diffuse large B-cell lymphoma (DLBCL) patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5322,Ignore
Tumor-collagen digital proximity signature to indicate prognosis in diffuse large B-cell lymphoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5323,Ignore
Unique racial patterns in rare T-cell lymphomas: A National Cancer Registry analysis from 2001 to 2015.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5324,Ignore
Phase 2 study of parsaclisib (INCB050465) for relapsed or refractory diffuse large b-cell lymphoma (DLBCL) (CITADEL-202).,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5325,Medium
A core laboratory approach to large-scale radiomics and machine-learning prediction of DLBCL outcomes after first-line treatment using results from the phase III GOYA study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5326,Ignore
"Sandoz rituximab (GP2013; SDZ-RTX) for the treatment of diffuse large B-cell lymphoma (DLBCL): Interim safety results of the non-interventional, observational, multicenter, open-label REFLECT study.",0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5327,Medium
Real-world treatment patterns among patients (pts) diagnosed with primary mediastinal large B-cell lymphoma (PMBCL) in the United States (US).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5328,Ignore
Elevated serum lactate in lymphoma: Not always infection.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5329,Ignore
"Hodgkin lymphoma in United Arab Emirates UAE, epidemeology, histological types and treatments outcome: Case series of 47 cases from Mafraq Hospital, Abu Dhabi, UAE.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5330,Ignore
NHL and rituximab biosimilar: How have prescribing behaviours changed in EU5 in 15 months?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5331,Ignore
CAP-100: First-in-class antibody for CCR7<sup>+</sup> hematological malignancies.,0,31-05-2019,0,0,0,0,0,0,0,1,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5332,High
Durability of complete response after blinatumomab therapy for refractory/relapsed aggressive B-cell non-Hodgkin lymphoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5333,Ignore
"Long-term time trends in incidence, survival and mortality of Hodgkin lymphoma in the United States: A surveillance, epidemiology, and end results (SEER) database study 1975-2015.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5334,Low
Expression and prognostic relevance of calcium calmodulin-dependent protein kinase kinase 2 (CaMKK2) in chronic lymphocytic leukemia (CLL).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5335,Ignore
Impact and influence of PET on imaging related endpoints in patients with Lymphoma using IWG-NHL or Lugano classification.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5336,Ignore
Conceptual model of chronic lymphocytic leukemia.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5337,Ignore
Substitution of single dose intravenous methylprednisolone (MP) for oral prednisone (Pred) in RCHOP in intermediate grade non-Hodgkins lymphoma (NHL).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5338,Ignore
Single-center analysis of post-transplant lymphoproliferative disorder (PTLD) outcomes with Epstein Barr virus (EBV) assessments.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5339,Ignore
"Checkpoint inhibitor therapy, with and without radiation, in diffuse large B cell lymphoma: A single-center analysis.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5340,Ignore
Are double-hit lymphoma patients being adequately evaluated for CNS disease?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia: Publication Only,0,0,5341,Ignore
Treatment patterns and outcomes among t(11;14) myeloma patients in a real-world setting.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5342,Ignore
The presence of bone marrow fibrosis is associated with poorer prognosis in newly diagnosed multiple myeloma treated with immunomodulatory agents and/or proteasome inhibitors.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5343,Ignore
"Incidence of serious adverse events in bortezomib, lenalidomide and bortezomib plus lenalidomide maintenance for multiple myeloma: Interim analysis of MMRF-CoMMpass study.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5344,Low
Time to first treatment is an independent prognostic factor for multiple myeloma (MM).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5345,Ignore
Venous thromboembolism risk with contemporary lenalidomide-based regimes for multiple myeloma: A systematic review and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5346,Ignore
"Efficacy and mechanism of action of NKTR-255, a polymer-conjugated IL-15 receptor agonist in hematological tumors.",0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5347,Medium
The frequency of chromosomal abnormalities in AL amyloidosis and their impact on treatment response.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5348,Ignore
Association between immunoglobulin isotypes and cytogenetic risk groups in multiple myeloma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5349,Ignore
The impact of newly approved drugs on clinical and operational strategies for multiple myeloma clinical trials.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5350,Ignore
Safety and efficacy of four drug regimens in newly diagnosed multiple myeloma: Systematic review.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5351,Medium
Carfilzomib-lenalidomide-dexamethasone in the management of lenalidomide-refractory multiple myeloma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5352,Ignore
Venetoclax induces sustained complete responses in refractory/relapsed patients with cardiac AL amyloidosis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5353,Ignore
Factors associated with over and underuse of response evaluation in elderly myeloma patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5354,Ignore
Once-weekly (70 mg/m<sup>2</sup>) versus twice-weekly (56 mg/m<sup>2</sup>) dosing of carfilzomib (CFZ) for patients (pts) with relapsed and/or refractory multiple myeloma (RRMM).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5355,Ignore
Role of investigational monoclonal antibodies in the treatment of multiple myeloma: A systematic review.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5356,Ignore
Appendicular skeleton MRI in multiple myeloma: Utility and clinical implications.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5357,Ignore
Pretransplant hemoglobin and serum creatinine levels correlate with progression free survival in myeloma patients undergoing autologous stem cell transplantation.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5358,Medium
Concordance and discordance in myeloma bone marrow studies.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5359,Ignore
Proteasome inhibitor associated cardiovascular adverse events: A real-world claims based study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5360,Ignore
Treatment patterns in patients with multiple myeloma (MM): A retrospective study using Medicare data.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5361,Ignore
3-weekly daratumumab-IMiD-dexamethasone is highly efficacious and cost-effective in relapsed/refractory multiple myeloma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5362,Ignore
"Early mortality following diagnosis of multiple myeloma from 2011 to 2016 in Alberta, Canada: Initial results from the population-based Identifying Outcomes in Real-World Multiple Myeloma (INFORMM) study.",0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5363,Low
Role of extra corporeal methods for light chain removal on renal recovery in multiple myeloma: A systematic review.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5364,Ignore
Contemporary therapy efficacy for high-risk multiple myeloma: A systematic review.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5365,Medium
Using MALDI-TOF mass spectrometry for tracking of minimal residual disease in peripheral blood from patients with multiple myeloma.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5366,Medium
Impact of autologous stem cell transplant in myeloma patients on renal function and overall survival.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5367,Medium
Real-world use of carfilzomib among multiple myeloma patients with at least one prior therapy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5368,Ignore
Clinical and cytogenetic features of nonsecretory multiple myeloma (NSMM) in the era of novel agent induction therapy: The Mayo Clinic experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5369,Ignore
The unforeseen business and medical consequences of EHR data collection for a real-world data multiple myeloma registry.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5370,Ignore
Clinical significance of CXCR5-CXCL13 signaling in multiple myeloma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5371,Ignore
Can autologous stem cell transplantation abrogate the poor prognosis associated with high LDH in myeloma patients?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5372,Ignore
Treatment sequencing patterns for relapsed refractory multiple myeloma (RRMM) in the era of new therapies in a single center institution.,0,31-05-2019,0,0,0,0,0,0,0,1,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5373,High
Inching towards precision medicine for multiple myeloma with causal network models.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5374,Ignore
Cost-effectiveness of next-generation sequencing minimal residual disease testing during maintenance treatment for multiple myeloma.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Hematologic MalignanciesPlasma Cell Dyscrasia: Publication Only,0,0,5375,Medium
Preliminary study of S-1 maintenance therapy in extensive stage small-cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,1,0,5376,Low
Outcomes following lobectomy and pneumonectomy in stage IIIA non-small cell lung cancer (NSCLC) after neoadjuvant chemoradiation.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5377,Ignore
Characterization of DLL3-positive circulating tumor cells (CTCs) in patients with small cell lung cancer (SCLC) and evaluation of their clinical relevance during front-line treatment.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5378,Ignore
Quantifying EpCAM heterogeneity of circulating-tumor-cells (CTCs) from small cell lung cancer (SCLC) patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5379,Ignore
Single agent immunotherapy for relapsed or refractory small cell lung cancer (rrSCLC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5380,Ignore
Haematological biomarkers of pathological response on neo-adjuvant chemo-immunotherapy treatment for resectable stage IIIA non-small cell lung cancer (NSCLC) patients.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5381,Low
Preoperative lymph node assessment in surgically resected pathologic T1 lung cancer patients: Real world clinical practice in China.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5382,Ignore
DIPNECH: The Mayo experience.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5383,Ignore
Impact of decision-support system and guideline treatment concordance on response rate in advanced lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5384,Ignore
A novel mutation panel for predicting etoposide in small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5385,Ignore
Identification of MET Exon 14 skipping by targeted RNA-based next-generation sequencing in Chinese Patients with NSCLC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5386,Ignore
Mutation concordance of matched tissue sample and blood sample: A result of 456 lung cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5387,Ignore
When is a patient high risk for resection? A changing paradigm with minimally invasive lung surgery.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5388,Ignore
Proteomics analysis discovers biomarkers in serum months to years before small cell lung cancer: The HUNT study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5389,Ignore
Immune gene signatures and integrative spatially-resolved digital profiling of prognostic biomarkers for mesothelioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5390,Ignore
Oral vinorelbine as a second-line chemotherapy option in advanced malignant pleural mesothelioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5391,Ignore
Association of PD-L1 protein expression and TMB in non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5392,Ignore
Can steroid imbalance in intracrine synthesis of sex hormones in the lung be a pathognomonic factor of lung cancer?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5393,Ignore
Multicenter phase II trial of RRx-001 in previously treated SCLC.,1,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5394,Medium
The impact of heart radiation dose in lung SABR.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5395,Ignore
Characterizing biomarker testing over time in lung cancer patients using oncology electronic medical records (EMR).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5396,Ignore
Prognostic value of tumor infiltrating lymphocytes in epithelioid malignant pleural mesothelioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5397,Ignore
Selection of patients for stereotactic body radiation therapy (SBRT) or (bi)lobectomy (L) for the treatment of cT1-T2N0M0 NSCLC by the risk of node involvement using readily available preoperative factors.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5398,Ignore
The cross talk between the molecular alterations and tumor immunity in the microenvironment in non-small-cell lung carcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5399,Ignore
Radiologic imaging utilization of small cell lung cancer staging and treatment.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5400,Ignore
LUNG cancer in Lleida: An epidemiologic study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5401,Ignore
Oncogenic activation of the HRR pathway drives RAD54L expression in early stage lung adenocarcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5402,Ignore
Association between smoking status and lymph node metastasis in Chinese patients with T1 non-small cell lung cancer: A real-world observational study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5403,Ignore
Clinical observation of low-dose apatinib in the treatment of small cell lung cancer with antidiuretic hormone secretion.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5404,Ignore
Postoperative radiotherapy for stage II or III nonsmall cell lung from 1988 to 2014.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5405,Ignore
Clinical and prognostic implications of sarcopenia in patients affected by locally advanced NSCLC.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5406,Ignore
TTF1 negative in non small cell lung cancer adenocarcinoma: A prognostic factor.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5407,Ignore
Mutational landscape of early-stage non-small cell lung cancer patients using a 451 gene panel.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5408,Ignore
Impact of invasive regional lymph node examination (IRLNE) and time to radiation on overall survival for patients with stage I NSCLC treated with SBRT- a NCDB analysis.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5409,Medium
Genetic profiling of synchronous multiple primary lung carcinomas presenting as ground-glass opacities.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5410,Ignore
Evaluation of tumor infiltrating lymphocites (TILs) and survival in patients with resected non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5411,Ignore
Contemporary patterns of racial/ethnic disparities in surgical treatment and overall survival for localized resectable non-small cell lung cancer in the United States.,0,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5412,Medium
KMT2C mutation associated with tumor mutational burden in small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5413,Ignore
"Prognostic impact of paraneoplastic syndromes in patients with small cell lung cancer, real-world data.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5414,Ignore
Predictors associated with development of pleural and pericardial effusions in patients with small cell lung cancer treated with third-line therapy.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5415,Ignore
Defining the role of<em> RUNX1T1</em> in combined small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5416,Ignore
Survival meta-analysis from fifteen years of a standard systemic therapy in malignant pleural mesothelioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Lung CancerNon-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers: Publication Only,0,0,5417,Ignore
