Abstract_Title,Session_Title,Date,Relevance,Priority
"A pilot randomized study evaluating nivolumab (nivo) or nivo + bevacizumab (bev) or nivo + ipilimumab (ipi) in patients with metastatic renal cell carcinoma (MRCC) eligible for cytoreductive nephrectomy, metastasectomy or post-treatment biopsy (Bx).",Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
Capmatinib (INC280) in <em>MET<U+0394>ex14</em>-mutated advanced non-small cell lung cancer (NSCLC): Efficacy data from the phase II GEOMETRY mono-1 study.,Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
Randomized double-blind phase II study of maintenance pembrolizumab versus placebo after first-line chemotherapy in patients (pts) with metastatic urothelial cancer (mUC): HCRN GU14-182.,Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
EV-201: Results of enfortumab vedotin monotherapy for locally advanced or metastatic urothelial cancer previously treated with platinum and immune checkpoint inhibitors.,Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
Impact of a breast cancer (BC) polygenic risk score (PRS) on the decision to take preventive endocrine therapy (ET): The Genetic Risk Estimate (GENRE) trial.,"Cancer Prevention, Hereditary Genetics, and Epidemiology","June 03, 2019",0,Not Relevant
Impact of broadening clinical trial eligibility criteria for advanced non-small cell lung cancer patients: Real-world analysis.,Using Real-World Data to Advance Research and Care,"June 03, 2019",0,Not Relevant
"Neoadjuvant trastuzumab (H), pertuzumab (P), and chemotherapy versus trastuzumab emtansine (T-DM1) and P in human epidermal growth factor receptor 2 (HER2)-positive breast cancer (BC): Final outcome results from the phase III KRISTINE study.",Breast CancerLocal/Regional/Adjuvant,"June 03, 2019",0,Not Relevant
Effect modifiers in a randomized phase III trial of low-dose tamoxifen in breast preinvasive disease.,"Cancer Prevention, Hereditary Genetics, and Epidemiology","June 03, 2019",0,Not Relevant
Single agent ONC201 in adult recurrent H3 K27M-mutant glioma.,Developmental Therapeutics and Tumor Biology (Nonimmuno),"June 03, 2019",0,Not Relevant
Phase II study of tepotinib in NSCLC patients with <em>MET</em>ex14 mutations.,Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
"ABI-009 (<em>nab</em>-sirolimus) in advanced malignant perivascular epithelioid cell tumors (PEComa): Preliminary efficacy, safety, and mutational status from AMPECT, an open label phase II registration trial.",Sarcoma,"June 03, 2019",0,Not Relevant
Randomized controlled trial (RCT) of a patient navigation (PN) intervention to increase early access to supportive care (SC) for patients with metastatic cancer in a resource-limited setting.,Symptoms and Survivorship,"June 03, 2019",0,Not Relevant
"First-in-human phase 1 study of ABBV-085, an antibody-drug conjugate (ADC) targeting LRRC15, in sarcomas and other advanced solid tumors.",Developmental Therapeutics and Tumor Biology (Nonimmuno),"June 03, 2019",0,Not Relevant
STRASS (EORTC 62092): A phase III randomized study of preoperative radiotherapy plus surgery versus surgery alone for patients with retroperitoneal sarcoma.,Sarcoma,"June 03, 2019",0,Not Relevant
"Neoadjuvant chemotherapy in high-risk soft tissue sarcomas: Final results of a randomized clinical trial from the Italian Sarcoma Group, the Spanish Sarcoma Group (GEIS), the French Sarcoma Group (FSG), and the Polish Sarcoma Group (PSG).",Sarcoma,"June 03, 2019",0,Not Relevant
"A randomized trial comparing four-weekly versus 12-weekly administration of bone-targeted agents (denosumab, zoledronate, or pamidronate) in patients with bone metastases from either breast or castration-resistant prostate cancer.",Symptoms and Survivorship,"June 03, 2019",0,Not Relevant
"Belvarafenib, a novel pan-RAF inhibitor, in solid tumor patients harboring BRAF, KRAS, or NRAS mutations: Phase I study.",Developmental Therapeutics and Tumor Biology (Nonimmuno),"June 03, 2019",0,Not Relevant
"RELAY: A multinational, double-blind, randomized Phase 3 study of erlotinib (ERL) in combination with ramucirumab (RAM) or placebo (PL) in previously untreated patients with epidermal growth factor receptor mutation-positive (EGFRm) metastatic non-small cell lung cancer (NSCLC).",Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
Pembrolizumab (pembro) plus axitinib (axi) versus sunitinib as first-line therapy for metastatic renal cell carcinoma (mRCC): Outcomes in the combined IMDC intermediate/poor risk and sarcomatoid subgroups of the phase 3 KEYNOTE-426 study.,Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
A phase II RCT of high-dose vitamin D supplementation and exercise for cancer treatment-induced bone loss in breast cancer patients on aromatase inhibitors.,Symptoms and Survivorship,"June 03, 2019",0,Not Relevant
Uterine Cancer: Match or Mismatch?,Gynecologic Cancer,"June 03, 2019",0,Not Relevant
Clinical Management of Uncommon and Rare Breast Cancer Subtypes,Management of Uncommon and Rare Breast Cancers,"June 03, 2019",0,Not Relevant
Ethical Care Practices: Respecting Cultural and Societal Differences to Safeguard the Therapeutic Relationship,Obtaining Consent in Pediatric Oncology: New and Ongoing Challenges,"June 03, 2019",0,Not Relevant
Less Is More,Acute Myeloid Leukemia in Older Adults: More Versus Less Therapy,"June 03, 2019",0,Not Relevant
Male Breast Cancer,Management of Uncommon and Rare Breast Cancers,"June 03, 2019",0,Not Relevant
Value-Based Propositions in Lung Cancer,Value-Added Decisions in Oncology: Searching High and Low Using Clinical Vignettes,"June 03, 2019",0,Not Relevant
Targeting MAPK Pathways: How Low Should We Go?,Developmental Therapeutics and Tumor Biology (Nonimmuno),"June 03, 2019",0,Not Relevant
Evolving Front-Line Therapy in Metastatic Renal Cell Carcinoma,Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
Neoadjuvant Strategies in Localized Disease: Dissecting the Results of Three Phase III Studies,Sarcoma,"June 03, 2019",0,Not Relevant
Give Me a Break: Optimizing Bone Care,Symptoms and Survivorship,"June 03, 2019",0,Not Relevant
Using Administrative Data to Understand Care Delivery,"The Impact of Big Data Research on Practice, Policy, and Patient Care","June 03, 2019",0,Not Relevant
Clinical Genomics and Big Data: Protecting the Patient and Advancing Science,Obtaining Consent in Pediatric Oncology: New and Ongoing Challenges,"June 03, 2019",0,Not Relevant
More Is Better,Acute Myeloid Leukemia in Older Adults: More Versus Less Therapy,"June 03, 2019",0,Not Relevant
M-CODE (Minimal Common Oncology Data Elements) in Cancer Practice,"The Impact of Big Data Research on Practice, Policy, and Patient Care","June 03, 2019",0,Not Relevant
Chemotherapy and Antiangiogenic Therapy in 2019: Who Needs It?,Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
Histologic-Agnostic Trials: Challenges and OpportunitiesA Regulatory Perspective,ASCO/American Association for Cancer Research (AACR) Joint Session: Histology-Agnostic Clinical Trials and Approvals  Challenges of Design and Implementation at the Bedside,"June 03, 2019",0,Not Relevant
Communicating a New Cancer Diagnosis: From the Lens of the Patient and Family Caregiver,Navigating a New Cancer Diagnosis: Guiding Communication and Education,"June 03, 2019",0,Not Relevant
Histologic-Agnostic Trials: Challenges and OpportunitiesA Payor Perspective,ASCO/American Association for Cancer Research (AACR) Joint Session: Histology-Agnostic Clinical Trials and Approvals  Challenges of Design and Implementation at the Bedside,"June 03, 2019",0,Not Relevant
Remarks,Practical Tips for Successful Disclosure,"June 03, 2019",0,Not Relevant
To Radiate or Not to Radiate: Nuances of Radiation Therapy for Low-Grade Gliomas,Management for Different Glioma Subtypes: Are All Low-Grade Gliomas Created Equal?,"June 03, 2019",0,Not Relevant
Can We Capture Every Patient?,Using Real-World Data to Advance Research and Care,"June 03, 2019",0,Not Relevant
Remarks,Practical Tips for Successful Disclosure,"June 03, 2019",0,Not Relevant
New Drugs and Resistance: Have We MET Expectations?,Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
Welcome and Introductions,Practical Tips for Successful Disclosure,"June 03, 2019",0,Not Relevant
Integration of Molecular Diagnostics Into Surgical Management of Low-Grade Gliomas,Management for Different Glioma Subtypes: Are All Low-Grade Gliomas Created Equal?,"June 03, 2019",0,Not Relevant
Patterns of Multiple Myeloma Relapse and When to Treat,Managing Early Relapse in Multiple Myeloma,"June 03, 2019",0,Not Relevant
Multidisciplinary Communication and Education Milestones Following a Cancer Diagnosis,Navigating a New Cancer Diagnosis: Guiding Communication and Education,"June 03, 2019",0,Not Relevant
Value-Based Propositions in Prostate Cancer,Value-Added Decisions in Oncology: Searching High and Low Using Clinical Vignettes,"June 03, 2019",0,Not Relevant
Developmental Immunotherapy and Tumor Immunobiology,Highlights of the Day Session II,"June 03, 2019",0,Not Relevant
Setting the Stage,Acute Myeloid Leukemia in Older Adults: More Versus Less Therapy,"June 03, 2019",0,Not Relevant
Big Data to Examine Uncertainties About Effects of Treatment,"The Impact of Big Data Research on Practice, Policy, and Patient Care","June 03, 2019",0,Not Relevant
Hematologic MalignanciesPlasma Cell Dyscrasia,Highlights of the Day Session II,"June 03, 2019",0,Not Relevant
Combatting Moral Distress and Burnout in Oncology with Moral Resiliency: What It Is and Why It Matters,Fostering Moral Resilience: Steps You Can Take to Manage Moral Distress and Burnout in Oncology,"June 03, 2019",0,Not Relevant
Informed Consent and the Electronic Health Record: Using Novel Approaches to Address the Challenges of Informed Consent,Obtaining Consent in Pediatric Oncology: New and Ongoing Challenges,"June 03, 2019",0,Not Relevant
Protons versus Photons: What's the Difference?,Bringing New and Innovative Glioblastoma Treatments to Daily Practice,"June 03, 2019",0,Not Relevant
"Health Services Research, Clinical Informatics, and Quality of Care",Highlights of the Day Session II,"June 03, 2019",0,Not Relevant
Natural History and Pathology of Rare Breast Cancer Subtypes,Management of Uncommon and Rare Breast Cancers,"June 03, 2019",0,Not Relevant
How to Implement and Disseminate Clinical Trial and Big Data Results,"The Impact of Big Data Research on Practice, Policy, and Patient Care","June 03, 2019",0,Not Relevant
Gastrointestinal (Noncolorectal) Cancer,Highlights of the Day Session II,"June 03, 2019",0,Not Relevant
Value Propositions in Colorectal Cancer,Value-Added Decisions in Oncology: Searching High and Low Using Clinical Vignettes,"June 03, 2019",0,Not Relevant
Remarks,Practical Tips for Successful Disclosure,"June 03, 2019",0,Not Relevant
Tam 2.0: Tamoxifen Chemoprevention in the Modern Era,"Cancer Prevention, Hereditary Genetics, and Epidemiology","June 03, 2019",0,Not Relevant
"To Chemo or Not to Chemo: The Question for High-Risk, Low-Grade Gliomas",Management for Different Glioma Subtypes: Are All Low-Grade Gliomas Created Equal?,"June 03, 2019",0,Not Relevant
Heterogeneity of Resistant Mechanisms to PD-1 Checkpoint Inhibitors,Why Doesn't Checkpoint Inhibitor Immunotherapy Work for All Patients?,"June 03, 2019",0,Not Relevant
Presentation of the 2019 ASCO/American Cancer Society Award,ASCO/American Cancer Society Award and Lecture,"June 03, 2019",0,Not Relevant
"No Reason to Fear, New Treatments Are Here: Amyloidosis",Hematologic MalignanciesPlasma Cell Dyscrasia,"June 03, 2019",0,Not Relevant
Prognostic Markers for Early-Stage Disease,Gastrointestinal (Colorectal) Cancer,"June 03, 2019",0,Not Relevant
Awakening the Immune System in DLBCL,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Tumor-Specific Antigen-Based Immunotherapy,Emerging Combinations in Sarcoma Immunotherapy,"June 03, 2019",0,Not Relevant
New Directions for Treatment Selection: Triple-Negative Breast Cancer and Locoregional Therapy,Breast CancerLocal/Regional/Adjuvant,"June 03, 2019",0,Not Relevant
Oncology Reimbursement Reform: Lessons Learned From the Oncology Care Model and the Future of High-Value Oncology Care,Oncology Reimbursement Reform: Are Changes on the Horizon for Promotion of Higher Value Care?,"June 03, 2019",0,Not Relevant
Update on T-Cell Receptor Therapy,Beyond Checkpoint Blockade: An Update on Engineered T-Cell Therapy and Neoantigen Vaccine Application,"June 03, 2019",0,Not Relevant
"CAR T: The Good, the Bad, and the Ugly",Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
Surgery: Techniques and Teamwork,Gastrointestinal (Colorectal) Cancer,"June 03, 2019",0,Not Relevant
Cancer Center Engagement With Rural Appalachian Communities to Improve Cancer Disparities,Academic-Community Partnerships: Approaches to Engagement,"June 03, 2019",0,Not Relevant
Can We Find a Sweet Spot in Dual Immuno-Stimulation?,Emerging Combinations in Sarcoma Immunotherapy,"June 03, 2019",0,Not Relevant
Immuno-Oncology: Managing Expectations,Gastrointestinal (Colorectal) Cancer,"June 03, 2019",0,Not Relevant
Making Sense of the Evolving Landscape of Rectal Cancer Management,Clinical Conundrums in the Management of Rectal Cancer,"June 03, 2019",0,Not Relevant
Unique Sarcoma Networks in Asia,International Collaborations and Regional Challenges in Sarcoma,"June 03, 2019",0,Not Relevant
Immunotherapies in Thymic Malignancies,"Immunotherapies in Thymic Malignancies, Mesothelioma, and Small Cell Carcinoma","June 03, 2019",0,Not Relevant
Immunotherapies in Mesothelioma,"Immunotherapies in Thymic Malignancies, Mesothelioma, and Small Cell Carcinoma","June 03, 2019",0,Not Relevant
Sarcoma Care and Access in Brazil and Other South American Countries,International Collaborations and Regional Challenges in Sarcoma,"June 03, 2019",0,Not Relevant
Clinical Genomics and Resistance to Cancer Immunotherapy,Why Doesn't Checkpoint Inhibitor Immunotherapy Work for All Patients?,"June 03, 2019",0,Not Relevant
Temozolomide: How Much Is Enough?,Central Nervous System Tumors,"June 03, 2019",0,Not Relevant
Enhancing Education Through Technology,Education Research and Workplace Inequities,"June 03, 2019",0,Not Relevant
To BCMA and Beyond,Hematologic MalignanciesPlasma Cell Dyscrasia,"June 03, 2019",0,Not Relevant
Emotional Challenges Unique to Oncology Practice,The Elephant in the Room: Addressing Depression and Suicide Among Oncology Providers,"June 03, 2019",0,Not Relevant
CTLA4 Resistance Mechanism: Why Some Tumors Are Not Sensitive to PD1 and CTLA4 Inhibitor Combination Therapy,Why Doesn't Checkpoint Inhibitor Immunotherapy Work for All Patients?,"June 03, 2019",0,Not Relevant
Crossing European Borders in Sarcoma Care,International Collaborations and Regional Challenges in Sarcoma,"June 03, 2019",0,Not Relevant
Progress and Challenges in Clinical Cancer Genetics,ASCO/American Cancer Society Award and Lecture,"June 03, 2019",0,Not Relevant
Physician Depression and Suicide: The Extent of the Problem,The Elephant in the Room: Addressing Depression and Suicide Among Oncology Providers,"June 03, 2019",0,Not Relevant
Improving Hereditary Risk Assessment Approaches: A Focus in Pancreas and Prostate Cancer,"Cancer Prevention, Hereditary Genetics, and Epidemiology","June 03, 2019",0,Not Relevant
Evolving Options in Follicular Lymphoma,Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
When the Tumor Is Not the Target: Long-term Care of Patients With Low Grade Glioma,Management for Different Glioma Subtypes: Are All Low-Grade Gliomas Created Equal?,"June 03, 2019",0,Not Relevant
Expanding the Horizon of Synthetic Lethality,Developmental Therapeutics and Tumor Biology (Nonimmuno),"June 03, 2019",0,Not Relevant
Integrating Local and Systemic Modalities in Bladder and Renal Cancers,Genitourinary (Nonprostate) Cancer,"June 03, 2019",0,Not Relevant
Emerging Therapies for New Targets,Lung CancerNon-Small Cell Metastatic,"June 03, 2019",0,Not Relevant
Refining Strategies Across the Sarcoma Spectrum,Sarcoma,"June 03, 2019",0,Not Relevant
Navigating the Cancer Journey Beyond Breast Cancer,Symptoms and Survivorship,"June 03, 2019",0,Not Relevant
Histologic-Agnostic Trials: Challenges and OpportunitiesTranslational Science Perspective in the Era of Immuno-Oncology,ASCO/American Association for Cancer Research (AACR) Joint Session: Histology-Agnostic Clinical Trials and Approvals  Challenges of Design and Implementation at the Bedside,"June 03, 2019",0,Not Relevant
Insights Into Radiation Therapy Risks and Benefits,"Cancer Prevention, Hereditary Genetics, and Epidemiology","June 03, 2019",0,Not Relevant
Novel Approaches to Enhance the Educational Process and Improve Patient Engagement,Navigating a New Cancer Diagnosis: Guiding Communication and Education,"June 03, 2019",0,Not Relevant
Utilizing Big Data to Advance Personalized Therapy,Using Real-World Data to Advance Research and Care,"June 03, 2019",0,Not Relevant
Anti-HER2 Therapy at the Forefront: Stepping Closer to De-escalation,Breast CancerLocal/Regional/Adjuvant,"June 03, 2019",0,Not Relevant
Histologic-Agnostic Trials: Challenges and OpportunitiesClinical Trialist Perspective,ASCO/American Association for Cancer Research (AACR) Joint Session: Histology-Agnostic Clinical Trials and Approvals  Challenges of Design and Implementation at the Bedside,"June 03, 2019",0,Not Relevant
Using Big Data to Identify Outcomes of Uncommon Population: Are We Ready?,Using Real-World Data to Advance Research and Care,"June 03, 2019",0,Not Relevant
Adjuvant Endocrine Therapy: Selecting the Optimal Path,Breast CancerLocal/Regional/Adjuvant,"June 03, 2019",0,Not Relevant
Is It Time to Change Upfront Chemotherapy for Ovarian Cancer?,The More Things Change: Ovarian Cancer Edition,"June 03, 2019",0,Not Relevant
HIPEC: Standard of Care or Hype?,The More Things Change: Ovarian Cancer Edition,"June 03, 2019",0,Not Relevant
The Role of Social Epigenomic Approaches in Addressing Underserved Populations,Academic-Community Partnerships: Approaches to Engagement,"June 03, 2019",0,Not Relevant
Fee for Service and Physician Facility Ownership,Oncology Reimbursement Reform: Are Changes on the Horizon for Promotion of Higher Value Care?,"June 03, 2019",0,Not Relevant
Tumor Infiltrating Lymphocytes Therapy,Beyond Checkpoint Blockade: An Update on Engineered T-Cell Therapy and Neoantigen Vaccine Application,"June 03, 2019",0,Not Relevant
Cytotoxics Plus Checkpoint Inhibitors: The Search for Synergy,Emerging Combinations in Sarcoma Immunotherapy,"June 03, 2019",0,Not Relevant
The Art and Science of Cancer Survivorship,Ellen L. Stovall Award and Lecture for Advancement of Cancer Survivorship Care,"June 03, 2019",0,Not Relevant
Implementing Palliative Care in a Community United States Hospital,Implementing Palliative and Supportive Care in Cancer Care Worldwide,"June 03, 2019",0,Not Relevant
Community Engagement Mandate for Academia: Building From the Ground Up,Academic-Community Partnerships: Approaches to Engagement,"June 03, 2019",0,Not Relevant
Moderator and Panelist,Emerging New Standards of Care for Advanced Kidney Cancer,"June 03, 2019",0,Not Relevant
Approaches to Optimizing Value in Cancer Therapy,Oncology Reimbursement Reform: Are Changes on the Horizon for Promotion of Higher Value Care?,"June 03, 2019",0,Not Relevant
Can We Hit the Targets in Colorectal Cancer?,Gastrointestinal (Colorectal) Cancer,"June 03, 2019",0,Not Relevant
CAR T: Expanding Clinical Indications,Beyond Checkpoint Blockade: An Update on Engineered T-Cell Therapy and Neoantigen Vaccine Application,"June 03, 2019",0,Not Relevant
"Promises, Promises: Informing Long-term Expectations in WM and CLL",Hematologic MalignanciesLymphoma and Chronic Lymphocytic Leukemia,"June 03, 2019",0,Not Relevant
The role of maintenance strategy in metastatic colorectal cancer (mCRC): A systematic review and meta-analysis.,Gastrointestinal (Colorectal) Cancer,"June 03, 2019",0,Not Relevant
"A multicenter, randomized phase III study of asciminib (ABL001) versus bosutinib in patients (pts) with chronic myeloid leukemia in chronic phase (CML-CP) previously treated with =2 tyrosine kinase inhibitors (TKIs).","Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Impact of luteinizing hormone suppression on hematopoietic recovery after intensive chemotherapy in patients with leukemia.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Interim results from a phase Ib/II clinical study of the glutaminase inhibitor telaglenastat (CB-839) in combination with azacitidine in patients with advanced myelodysplastic syndrome (MDS).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Mechanism of biologic therapy for pre B-cell acute lymphoblastic leukemia with CRLF2 overexpression.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Results from ongoing phase 1/2 clinical trial of tagraxofusp (SL-401) in patients with intermediate or high risk relapsed/refractory myelofibrosis.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
A phase I study of milademetan in combination with quizartinib in patients (pts) with newly diagnosed (ND) or relapsed/refractory (R/R) <em>FLT3</em>-ITD acute myeloid leukemia (AML).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
FREEDOM: A phase 3b efficacy and safety study of fedratinib in intermediate- or high-risk myelofibrosis patients previously treated with ruxolitinib.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
A phase I study of AMV564 in patients with intermediate or high-risk myelodysplastic syndromes.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Predictive accuracy of the low erythropoietin level for the diagnosis of polycythemia vera.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Landscape of innate and adaptive immunity targets in oesophagogastric adenocarcinoma (OGA).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Adaptive Dose Escalation Trial of Stereotactic Body Radiation Therapy (SBRT) in combination with GC4419 in pancreatic cancer.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Phase 2 trial of Lu-177-DOTATATE in inoperable pheochromocytoma/paraganglioma.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"PRIMUS-002: A multicentre, open-label, phase II study examining FOLFOX and <i>nab</i>-paclitaxel (FA) and <i>nab</i>-paclitaxel and gemcitabine (AG) as neoadjuvant therapy for (borderline) resectable pancreatic cancer (PC), focusing on biomarker and liquid biopsy development.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
"Phase II multi-institutional study of nivolumab (Nivo), cabiralizumab (Cabira), and stereotactic body radiotherapy (SBRT) for locally advanced unresectable pancreatic cancer (LAUPC).",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Phase 3 (COSMIC-312) study of cabozantinib (C) in combination with atezolizumab (A) versus sorafenib (S) in patients (pts) with advanced hepatocellular carcinoma (aHCC) who have not received previous systemic anticancer therapy.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Mast cells as mediators of fibrosis and effector cell recruitment in dermal chronic graft-versus-host disease.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Patterns of leukemic transformation in patients with <em>TP53</em>-mutant myelodysplastic syndromes.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Proposal of an endpoint for a phase III clinical study of essential thrombocythemia: Balancing between short term effects and long term benefits.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Role of killer cell immunoglobulin-like receptor (KIR)-ligand interactions to prevent relapse in patients (pts) receiving matched unrelated stem cell transplant (SCT) for acute myeloid leukemia (AML).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
First-in class selective AXL inhibitor bemcentinib (BGB324) in combination with LDAC or decitabine exerts anti-leukaemic activity in AML patients unfit for intensive chemotherapy: Phase II open-label study.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
IL2-STAT5 immune signatures to predict responses to PD-1 inhibition and azacitidine treatment in acute myeloid leukemia (AML): A subset analysis of a phase 2 study.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Allogeneic stem cell transplantation (AlloSCT) for patients (pts) with acute leukemia following venetoclax-based therapy.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Rapid reduction of peripheral blasts in older patients with refractory acute myeloid leukemia (AML) using reinduction with single agent anti-CD45 targeted iodine (<sup>131</sup>I) apamistamab [Iomab-B] radioimmunotherapy in the phase III SIERRA trial.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Ivosidenib (IVO; AG-120) in IDH1-mutant newly-diagnosed acute myeloid leukemia (ND AML): Updated results from a phase 1 study.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Results from ongoing phase 1/2 clinical trial of tagraxofusp (SL-401) in patients with relapsed/refractory chronic myelomonocytic leukemia (CMML).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Discrepancy of blast percentage between the bone marrow aspirate and biopsy and its impact on survival outcomes in patients with myelodysplastic syndromes excess blast (MDS-EB).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
A video decision aid to improve acute myeloid leukemia patients illness understanding: Results of a pilot trial.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
"CLI24-001: First-in-human study of SEL24/MEN1703, an oral dual PIM/FLT3 kinase inhibitor, in patients with acute myeloid leukemia.","Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
A phase II study of myeloablative allogeneic hematopoietic stem cell transplantation (aHSCT) for acute lymphoblastic leukemia (ALL) in older patients using fludarabine and total body irradiation (Flu/TBI).,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Inotuzumab ozogamicin (InO) treatment in patients with relapsed/refractory acute lymphoblastic leukemia (R/R ALL): Outcomes of patients treated in salvage one with a long duration of first remission.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
Fedratinib (FEDR) in myelofibrosis (MF) patients previously treated with ruxolitinib (RUX): A reanalysis of the JAKARTA-2 study.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
The Transplant Optimization Program (TOP): Implementing a geriatric assessment (GA)-guided interdisciplinary clinic (IDC) prior to allogeneic hematopoietic cell transplantation (HCT) in older adults.,"Hematologic MalignanciesLeukemia, Myelodysplastic Syndromes, and Allotransplant","June 03, 2019",0,Not Relevant
"Improving cascade genetic testing for families with inherited pancreatic cancer (PDAC) risk: The genetic education, risk assessment and testing (GENERATE) study.",Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A randomized phase II trial of niraparib plus either nivolumab or ipilimumab in patients with advanced pancreatic cancer whose cancer has not progressed on platinum-based therapy.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Safety and efficacy of durvalumab following multimodality therapy for locally advanced esophageal and GEJ adenocarcinoma: Results from big ten cancer research consortium study.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
A pilot study of neoadjuvant FOLFIRINOX followed by chemoradiation for gastric and gastroesophageal cancer: Preliminary results.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
The SUNEVO (GETNE-1408) trial to evaluate the activity and safety of thecombination of sunitinib with evofosfamide (TH-302) in patients with G1/G2 metastatic pancreatic neuroendocrine tumours (pNETs) naïve forsystemic treatment: A phase II study of the Spanish Task Force Group for Neuroendocrine and Endocrine Tumors (GETNE).,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
BIONADEGE: Genomic profiling of small bowel adenocarcinoma from the NADEGE prospective cohort.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
Pembrolizumab in previously treated metastatic esophageal cancer: Longer term follow-up from the phase 2 KEYNOTE-180 Study.,Gastrointestinal (Noncolorectal) Cancer,"June 03, 2019",0,Not Relevant
